/I0/OUT (VY=-0.1) X,/I0/OUT (VY=-0.1) Y,/I0/OUT (VY=-0.08947368) X,/I0/OUT (VY=-0.08947368) Y,/I0/OUT (VY=-0.07894737) X,/I0/OUT (VY=-0.07894737) Y,/I0/OUT (VY=-0.06842105) X,/I0/OUT (VY=-0.06842105) Y,/I0/OUT (VY=-0.05789474) X,/I0/OUT (VY=-0.05789474) Y,/I0/OUT (VY=-0.04736842) X,/I0/OUT (VY=-0.04736842) Y,/I0/OUT (VY=-0.03684211) X,/I0/OUT (VY=-0.03684211) Y,/I0/OUT (VY=-0.02631579) X,/I0/OUT (VY=-0.02631579) Y,/I0/OUT (VY=-0.01578947) X,/I0/OUT (VY=-0.01578947) Y,/I0/OUT (VY=-0.005263158) X,/I0/OUT (VY=-0.005263158) Y,/I0/OUT (VY=0.005263158) X,/I0/OUT (VY=0.005263158) Y,/I0/OUT (VY=0.01578947) X,/I0/OUT (VY=0.01578947) Y,/I0/OUT (VY=0.02631579) X,/I0/OUT (VY=0.02631579) Y,/I0/OUT (VY=0.03684211) X,/I0/OUT (VY=0.03684211) Y,/I0/OUT (VY=0.04736842) X,/I0/OUT (VY=0.04736842) Y,/I0/OUT (VY=0.05789474) X,/I0/OUT (VY=0.05789474) Y,/I0/OUT (VY=0.06842105) X,/I0/OUT (VY=0.06842105) Y,/I0/OUT (VY=0.07894737) X,/I0/OUT (VY=0.07894737) Y,/I0/OUT (VY=0.08947368) X,/I0/OUT (VY=0.08947368) Y,/I0/OUT (VY=0.1) X,/I0/OUT (VY=0.1) Y
0.000939839506546301,-2.315022088059072e-11,0.0009398893119761818,-2.299327300535151e-11,0.0009382409576880563,-2.278732558027622e-11,0.0009356237591718979,-2.253554279526029e-11,0.000932654721617626,-2.224243524548568e-11,0.0009298495930818923,-2.191365802876757e-11,0.0009249688506485582,-2.152877207732195e-11,0.0009207292724862862,-2.111646114454004e-11,0.000913362337200155,-2.064056441396364e-11,0.0009157147262217781,-2.027201643860614e-11,0.0009219774711065464,-1.99672468810332e-11,0.0009234023686275071,-1.962426203520479e-11,0.0009206780250568777,-1.925831174423809e-11,0.0009155406848269189,-1.891399365213072e-11,0.0009099129168916567,-1.865596597170662e-11,0.0009155447139015199,-1.867895908158073e-11,0.0009205227408618588,-1.884685412397197e-11,0.0009230642918027446,-1.916271272931422e-11,0.0009256575280948705,-1.964302388122615e-11,0.0009282997677694744,-2.021306249236137e-11
0.0009498395065463011,-2.321792942825047e-11,0.0009498893119761819,-2.306367709198711e-11,0.0009482409576880563,-2.28616256957388e-11,0.0009456237591718979,-2.261492936186237e-11,0.000942654721617626,-2.232803615501378e-11,0.0009398495930818923,-2.200647677080927e-11,0.0009349688506485582,-2.163027371315951e-11,0.0009307292724862862,-2.122717438346829e-11,0.000923362337200155,-2.076134227733241e-11,0.0009257147262217781,-2.040029002624351e-11,0.0009319774711065464,-2.010187713202105e-11,0.0009334023686275072,-1.976451869312942e-11,0.0009306780250568777,-1.940197120692373e-11,0.0009255406848269189,-1.905693163728578e-11,0.0009199129168916567,-1.879239742594982e-11,0.00092554471390152,-1.880556578875233e-11,0.0009305227408618589,-1.895937849701887e-11,0.0009330642918027447,-1.925655549290661e-11,0.0009356575280948706,-1.971716114337908e-11,0.0009382997677694744,-2.027241895951414e-11
0.0009598395065463011,-2.328352315580887e-11,0.0009598893119761819,-2.313189023500711e-11,0.0009582409576880563,-2.293365518813067e-11,0.0009556237591718979,-2.269196170555289e-11,0.000952654721617626,-2.241120540625409e-11,0.0009498495930818923,-2.209679784999059e-11,0.0009449688506485582,-2.172926188302075e-11,0.0009407292724862862,-2.133542632489801e-11,0.000933362337200155,-2.087988844351211e-11,0.0009357147262217782,-2.052650169643737e-11,0.0009419774711065464,-2.02346424386377e-11,0.0009434023686275072,-1.990326258331658e-11,0.0009406780250568777,-1.95448265445381e-11,0.0009355406848269189,-1.920013337415557e-11,0.0009299129168916568,-1.89304074891857e-11,0.00093554471390152,-1.893448152919548e-11,0.0009405227408618589,-1.907496045950411e-11,0.0009430642918027447,-1.935488553122883e-11,0.0009456575280948706,-1.979644274453836e-11,0.0009482997677694744,-2.033677468171789e-11
0.0009698395065463011,-2.334700354022586e-11,0.0009698893119761819,-2.319791291950051e-11,0.0009682409576880563,-2.300340907734804e-11,0.000965623759171898,-2.276662561279289e-11,0.0009626547216176261,-2.249191285456654e-11,0.0009598495930818923,-2.218457244460262e-11,0.0009549688506485583,-2.182565446459569e-11,0.0009507292724862862,-2.144108804485256e-11,0.0009433623372001551,-2.09960041364776e-11,0.0009457147262217782,-2.065045173651363e-11,0.0009519774711065465,-2.0365226542624e-11,0.0009534023686275072,-2.004011197602352e-11,0.0009506780250568777,-1.968641732054797e-11,0.0009455406848269189,-1.934306284436203e-11,0.0009399129168916568,-1.906941053708746e-11,0.00094554471390152,-1.906513206114589e-11,0.0009505227408618589,-1.919303144887731e-11,0.0009530642918027447,-1.945663432022735e-11,0.0009556575280948706,-1.988038261647172e-11,0.0009582997677694744,-2.040582862176183e-11
0.0009798395065463011,-2.340838222625775e-11,0.0009798893119761819,-2.326175652401572e-11,0.0009782409576880563,-2.307089292118927e-11,0.000975623759171898,-2.283891842875447e-11,0.0009726547216176261,-2.257013995423071e-11,0.0009698495930818924,-2.22697611612786e-11,0.0009649688506485583,-2.191937902172942e-11,0.0009607292724862863,-2.154404695502612e-11,0.0009533623372001551,-2.110951570259709e-11,0.0009557147262217782,-2.077194169769344e-11,0.0009619774711065465,-2.049334105115226e-11,0.0009634023686275072,-2.017471363527927e-11,0.0009606780250568778,-1.982631297293226e-11,0.000955540684826919,-1.948521094215347e-11,0.0009499129168916568,-1.920883721905179e-11,0.0009555447139015201,-1.919693702439037e-11,0.000960522740861859,-1.931304113508544e-11,0.0009630642918027447,-1.956111989634607e-11,0.0009656575280948706,-1.996799234973663e-11,0.0009682997677694745,-2.047922900727898e-11
0.0009898395065463012,-2.346767802109289e-11,0.000989889311976182,-2.332344008167383e-11,0.0009882409576880563,-2.313612251521773e-11,0.000985623759171898,-2.290884889519603e-11,0.000982654721617626,-2.26458831951703e-11,0.0009798495930818923,-2.235233991538586e-11,0.0009749688506485583,-2.201038174513555e-11,0.0009707292724862863,-2.164420677077231e-11,0.0009633623372001551,-2.122026767633543e-11,0.0009657147262217782,-2.089076347671879e-11,0.0009719774711065465,-2.061872968547646e-11,0.0009734023686275073,-2.03067524788463e-11,0.0009706780250568778,-1.996411584593767e-11,0.000965540684826919,-1.962609263363599e-11,0.0009599129168916568,-1.934813627147833e-11,0.0009655447139015201,-1.932931962868046e-11,0.000970522740861859,-1.943442098130028e-11,0.0009730642918027448,-1.966781287913413e-11,0.0009756575280948707,-2.005847374412042e-11,0.0009782997677694745,-2.055621555169962e-11
0.0009949197532731506,-2.349701088265222e-11,0.0009949446559880909,-2.335380826506432e-11,0.000994120478844028,-2.317343031887216e-11,0.0009928118795859489,-2.295766464269337e-11,0.000992654721617626,-2.27191495755498e-11,0.0009898495930818923,-2.243229964952329e-11,0.0009849688506485582,-2.209862888870226e-11,0.0009807292724862862,-2.17414970428876e-11,0.0009733623372001551,-2.132812971500236e-11,0.0009757147262217783,-2.100673229296048e-11,0.0009819774711065465,-2.074117804048883e-11,0.0009834023686275072,-2.043595897685797e-11,0.0009806780250568778,-2.009947634571094e-11,0.000975540684826919,-1.976526402142334e-11,0.0009699129168916569,-1.948677850658411e-11,0.0009755447139015201,-1.946172872698143e-11,0.000980522740861859,-1.955661647335168e-11,0.0009830642918027448,-1.977619329449505e-11,0.0009856575280948706,-2.015130245427776e-11,0.0009882997677694745,-2.06358940628231e-11
0.001,-2.352581608200891e-11,0.001,-2.338363446086598e-11,0.001,-2.320997212811523e-11,0.001,-2.300527589940386e-11,0.001,-2.277139613350157e-11,0.0009949247965409462,-2.247187898935909e-11,0.0009924844253242791,-2.21631262923095e-11,0.0009907292724862862,-2.183586836364318e-11,0.0009833623372001552,-2.143300134889109e-11,0.0009857147262217782,-2.111969795712498e-11,0.0009919774711065466,-2.086050861162837e-11,0.0009917011843137537,-2.054087123076899e-11,0.0009906780250568778,-2.02320903903453e-11,0.0009855406848269189,-1.990232836129324e-11,0.0009799129168916569,-1.962427632858057e-11,0.00098554471390152,-1.959364871961551e-11,0.000990522740861859,-1.967909817851902e-11,0.0009930642918027448,-1.98857412529617e-11,0.0009928287640474354,-2.021906191120507e-11,0.0009941498838847373,-2.068353051127893e-11
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.001,-2.25107854559738e-11,0.001,-2.222605195906057e-11,0.001,-2.19207218233642e-11,0.0009916811686000776,-2.151791736647896e-11,0.0009928573631108892,-2.119848058276039e-11,0.001,-2.095389036875872e-11,0.001,-2.064356266133299e-11,0.001,-2.035300896695628e-11,0.0009927703424134596,-1.999991209044602e-11,0.0009899129168916569,-1.97601855100241e-11,0.00099277235695076,-1.968842445741842e-11,0.001,-1.979498797900487e-11,0.001,-1.996214466716037e-11,0.001,-2.028761010976275e-11,0.001,-2.073180504252039e-11
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.001,-2.160071506232086e-11,0.001,-2.127563343560524e-11,  ,  ,  ,  ,  ,  ,0.001,-2.009608823913192e-11,0.0009949564584458286,-1.982800728730921e-11,0.001,-1.978252216973568e-11,  ,  ,  ,  ,  ,  ,  ,  
  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.001,-1.989527059053716e-11,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
